customer_id,age,employment_status,income,loan_amount,loan_tenure,credit_score,credit_utilization,repayment_history,num_defaults,debt_to_income_ratio,risk_label
CUST01108,38,Self-Employed,146977.6,25596.23,60,581.0,0.3923,21.0,0,0.1742,Low
CUST01109,47,Retired,57963.6,29357.39,36,617.0,0.157,17.0,0,0.5065,Low
CUST01110,54,Employed,21580.34,88675.35,48,742.0,0.5754,19.0,0,4.1091,High
CUST01111,47,Self-Employed,61158.0,37781.24,120,583.0,0.3651,22.0,0,0.6178,Low
CUST01112,37,Unemployed,13072.87,71609.59,120,601.0,0.0312,20.0,0,5.0,High
CUST01113,63,Unemployed,17401.38,85173.02,36,663.0,0.09,21.0,1,4.8946,High
CUST01114,64,Self-Employed,74992.04,44792.31,12,645.0,0.2956,15.0,1,0.5973,Low
CUST01115,44,Employed,111893.4,54815.37,36,619.0,0.4789,20.0,0,0.4899,Low
CUST01116,45,Employed,79150.46,35479.99,36,687.0,0.1885,19.0,0,0.4483,Low
CUST01117,27,Employed,13453.1,71761.55,84,612.0,0.1694,20.0,2,5.0,High
CUST01118,26,Self-Employed,52724.66,148897.99,120,734.0,0.1254,19.0,2,2.8241,Medium
CUST01119,44,Employed,63210.13,57593.23,12,668.0,0.6153,13.0,1,0.9111,Medium
CUST01120,53,Unemployed,16614.11,99732.9,48,731.0,0.3807,20.0,0,5.0,High
CUST01121,49,Employed,75687.73,97204.7,24,586.0,0.2687,20.0,0,1.2843,Low
CUST01122,63,Employed,24172.21,119039.87,60,638.0,0.0843,20.0,0,4.9247,High
CUST01123,42,Employed,86938.94,108228.17,84,498.0,0.0613,21.0,1,1.2449,Medium
CUST01124,46,Self-Employed,148839.58,6708.06,48,756.0,0.1848,18.0,0,0.0451,Low
CUST01125,48,Employed,112051.7,49836.48,12,833.0,0.2505,20.0,0,0.4448,Low
CUST01126,41,Employed,33513.41,131183.85,36,626.0,0.1494,19.0,2,3.9144,High
CUST01127,27,Employed,37582.05,83234.78,24,679.0,0.2159,18.0,2,2.2147,Medium
CUST01128,37,Employed,78853.44,20112.49,36,659.0,,22.0,2,0.2551,Low
CUST01129,40,Employed,88653.6,45039.85,60,546.0,0.1416,19.0,0,0.508,Low
CUST01130,61,Unemployed,39051.93,46090.99,12,749.0,0.0922,19.0,3,1.1802,Medium
CUST01131,40,Employed,86594.34,131610.72,24,628.0,0.2214,22.0,1,1.5199,Low
CUST01132,42,Employed,92536.55,85243.18,48,486.0,0.4118,21.0,1,0.9212,Medium
CUST01133,48,Unemployed,21903.49,93206.93,48,,0.0808,20.0,0,4.2553,High
CUST01134,60,Retired,34485.82,58224.38,12,538.0,0.1802,20.0,3,1.6884,High
CUST01135,27,Self-Employed,101642.85,13745.01,12,659.0,0.2043,20.0,0,0.1352,Low
CUST01136,21,Employed,59037.89,15911.0,84,659.0,0.3294,19.0,0,0.2695,Low
CUST01137,52,Unemployed,19113.96,65955.47,36,744.0,0.2248,21.0,0,3.4506,Medium
CUST01138,33,Retired,37991.98,30736.61,24,796.0,0.1885,18.0,1,0.809,Low
CUST01139,50,Self-Employed,115326.64,20118.07,60,802.0,0.1303,17.0,1,0.1744,Low
CUST01140,43,Employed,43752.42,43025.31,12,567.0,0.2483,24.0,3,0.9834,Medium
CUST01141,39,Employed,87266.65,112596.72,24,699.0,0.4508,20.0,0,1.2903,Low
CUST01142,52,Self-Employed,118928.05,15587.65,84,713.0,0.3772,20.0,0,0.1311,Low
CUST01143,50,Employed,55807.93,69992.76,120,608.0,0.1351,20.0,1,1.2542,Low
CUST01144,49,Employed,68776.81,124782.64,12,672.0,0.0641,19.0,0,1.8143,Low
CUST01145,49,Unemployed,13430.55,43849.1,12,681.0,0.4044,21.0,0,3.2649,Medium
CUST01146,50,Self-Employed,109641.8,48771.76,48,611.0,0.0677,21.0,0,0.4448,Low
CUST01147,36,Employed,52322.91,133210.06,120,752.0,0.3101,18.0,0,2.5459,Medium
CUST01148,60,Self-Employed,104579.98,99250.52,24,668.0,0.0325,,1,0.949,Low
CUST01149,39,Employed,67824.04,120668.25,48,636.0,0.5746,19.0,0,1.7791,Medium
CUST01150,38,Employed,67903.13,46934.61,84,552.0,0.0437,19.0,0,0.6912,Low
CUST01151,21,Self-Employed,46557.35,149533.03,48,742.0,0.3646,20.0,0,3.2118,Medium
CUST01152,34,Employed,63385.42,25429.97,120,655.0,0.4186,20.0,1,0.4012,Low
CUST01153,22,Employed,48638.89,144480.88,84,656.0,0.107,20.0,0,2.9705,Medium
CUST01154,48,Retired,51584.34,135804.37,120,582.0,0.1683,18.0,2,2.6327,High
CUST01155,50,Employed,126511.71,85024.72,24,721.0,0.3288,19.0,4,0.6721,Medium
CUST01156,58,Employed,49026.99,89867.99,84,559.0,0.3622,18.0,5,1.833,High
CUST01157,24,Retired,48037.85,117381.94,84,473.0,0.1035,19.0,0,2.4435,Medium
CUST01158,21,Self-Employed,54560.23,49483.41,48,593.0,0.1386,19.0,0,0.907,Low
CUST01159,28,Self-Employed,71706.76,81483.12,120,677.0,0.5218,20.0,1,1.1363,Medium
CUST01160,49,Unemployed,12156.91,135844.49,36,677.0,0.1293,20.0,1,5.0,High
CUST01161,59,Employed,92036.27,14896.11,120,661.0,0.1626,17.0,2,0.1619,Low
CUST01162,23,Self-Employed,78004.29,136301.66,60,636.0,0.2399,19.0,0,1.7474,Low
CUST01163,52,Employed,58528.75,110672.8,60,662.0,0.1123,19.0,0,1.8909,Low
CUST01164,30,Unemployed,20900.87,116627.5,36,850.0,0.1281,22.0,0,5.0,High
CUST01165,30,Employed,54512.07,14384.12,12,669.0,0.3324,18.0,0,0.2639,Low
CUST01166,39,Self-Employed,35090.07,32224.72,48,616.0,0.1221,18.0,1,0.9183,Low
CUST01167,54,Employed,46568.6,139162.96,60,641.0,0.2195,18.0,0,2.9883,Medium
CUST01168,53,Employed,98702.67,22987.46,24,633.0,0.2725,22.0,1,0.2329,Low
CUST01169,43,Self-Employed,69506.1,96521.51,84,655.0,0.3375,20.0,0,1.3887,Low
CUST01170,48,Self-Employed,117052.6,118490.42,84,577.0,0.0545,20.0,2,1.0123,Medium
CUST01171,52,Self-Employed,98730.26,38535.89,12,713.0,0.4101,17.0,3,0.3903,Medium
CUST01172,27,Employed,64363.21,106324.58,60,673.0,0.461,15.0,1,1.6519,Medium
CUST01173,49,Employed,62232.35,14508.59,120,586.0,0.3333,20.0,0,0.2331,Low
CUST01174,28,Self-Employed,78669.13,77321.42,48,731.0,0.5667,19.0,0,0.9829,Low
CUST01175,21,Unemployed,10000.0,53492.8,60,497.0,0.189,23.0,1,5.0,High
CUST01176,23,Self-Employed,119630.96,98632.59,48,822.0,0.0821,,3,0.8245,Medium
CUST01177,44,Retired,47560.52,133905.7,12,800.0,0.4108,22.0,0,2.8155,Medium
CUST01178,43,Unemployed,15693.09,23196.18,120,788.0,0.0983,18.0,2,1.4781,Medium
CUST01179,28,Employed,14578.27,70294.61,120,610.0,0.086,21.0,0,4.8219,High
CUST01180,57,Self-Employed,53134.8,66363.1,120,669.0,0.2396,18.0,1,1.249,Low
CUST01181,23,Retired,50812.87,51950.31,84,600.0,0.0525,20.0,0,1.0224,Low
CUST01182,53,Self-Employed,28238.49,74624.18,36,684.0,0.1988,17.0,0,2.6426,Medium
CUST01183,48,Unemployed,10000.0,132705.63,84,651.0,0.2342,17.0,1,5.0,High
CUST01184,28,Self-Employed,28116.5,146180.98,48,613.0,0.3441,17.0,0,5.0,High
CUST01185,54,Employed,58678.29,5412.22,48,612.0,0.5034,19.0,3,0.0922,Medium
CUST01186,55,Employed,79810.8,112159.57,12,656.0,0.4355,18.0,2,1.4053,Medium
CUST01187,52,Employed,64238.01,94186.77,12,850.0,0.1177,18.0,1,1.4662,Low
CUST01188,44,Retired,38477.13,149204.26,24,754.0,0.1321,21.0,1,3.8777,Medium
CUST01189,34,Self-Employed,156367.77,18040.05,84,656.0,0.2218,20.0,0,0.1154,Low
CUST01190,52,Employed,69456.45,122645.21,84,635.0,0.1995,16.0,2,1.7658,Medium
CUST01191,63,Retired,33136.27,140419.59,12,699.0,0.317,18.0,3,4.2376,High
CUST01192,36,Employed,47931.18,137256.77,60,600.0,0.1587,21.0,1,2.8636,Medium
CUST01193,24,Employed,41481.73,86283.04,48,631.0,0.3897,20.0,0,2.08,Medium
CUST01194,57,Self-Employed,110671.72,52495.64,120,493.0,0.2377,21.0,1,0.4743,Low
CUST01195,41,Self-Employed,10000.0,97786.06,36,657.0,0.3283,20.0,0,5.0,High
CUST01196,34,Employed,96431.57,49380.44,12,659.0,0.4288,16.0,1,0.5121,Low
CUST01197,51,Employed,74578.23,64779.04,120,606.0,0.2821,20.0,5,0.8686,High
CUST01198,38,Employed,57137.94,69630.12,48,686.0,0.2946,20.0,0,1.2186,Low
CUST01199,27,Employed,75220.21,48782.78,36,659.0,0.4632,,0,0.6485,Low
CUST01200,30,Employed,63393.99,54564.97,24,607.0,0.5063,17.0,0,0.8607,Low
CUST01201,27,Employed,82307.7,6060.4,60,715.0,0.1453,16.0,0,0.0736,Low
CUST01202,53,Employed,91686.64,48076.44,24,635.0,0.3511,20.0,0,0.5244,Low
CUST01203,43,Employed,61628.87,73484.28,12,566.0,0.3606,19.0,0,1.1924,Low
CUST01204,41,Employed,100146.19,30086.07,60,509.0,0.3417,16.0,3,0.3004,Medium
CUST01205,39,Employed,88766.95,121809.76,24,764.0,0.7882,,2,1.3722,Medium
CUST01206,39,Unemployed,17280.57,82957.37,48,660.0,0.1784,19.0,0,4.8006,High
CUST01207,56,Self-Employed,86811.65,120112.7,12,656.0,0.3308,19.0,0,1.3836,Low
CUST01208,49,Employed,71109.94,23575.0,84,646.0,0.0767,22.0,2,0.3315,Low
CUST01209,38,Employed,65439.88,123974.13,24,747.0,0.2371,20.0,0,1.8945,Low
CUST01210,22,Employed,103262.9,143948.12,60,661.0,0.1907,18.0,3,1.394,Medium
CUST01211,21,Employed,75352.09,56105.83,60,773.0,0.0794,15.0,3,0.7446,Medium
CUST01212,25,Employed,48180.63,46173.1,84,661.0,0.0759,19.0,0,0.9583,Low
CUST01213,40,Employed,44440.61,98790.57,120,436.0,0.5502,21.0,2,2.223,High
CUST01214,31,Employed,45258.06,97207.55,36,751.0,0.3757,20.0,0,2.1479,Low
CUST01215,62,Unemployed,20195.03,21307.87,60,675.0,0.0719,19.0,0,1.0551,Low
CUST01216,22,Employed,58169.73,139380.02,60,609.0,0.1416,21.0,1,2.3961,Medium
CUST01217,23,Employed,71665.87,74463.14,120,629.0,0.2701,20.0,1,1.039,Low
CUST01218,43,Unemployed,28395.26,115840.38,12,625.0,0.1583,20.0,1,4.0796,High
CUST01219,32,Employed,105574.27,57101.06,60,550.0,0.3042,21.0,2,0.5409,Medium
CUST01220,40,Employed,58630.54,42922.81,36,720.0,0.2762,20.0,4,0.7321,Medium
CUST01221,25,Employed,36828.99,21134.42,60,614.0,0.1366,20.0,2,0.5739,Low
CUST01222,57,Employed,100848.04,44805.21,36,580.0,0.1695,19.0,0,0.4443,Low
CUST01223,58,Self-Employed,58849.72,149047.52,120,850.0,0.0728,19.0,2,2.5327,Medium
CUST01224,50,Employed,35071.43,100404.23,48,557.0,0.4115,19.0,1,2.8628,High
CUST01225,29,Employed,100329.01,121403.44,36,642.0,0.5038,22.0,3,1.2101,Medium
CUST01226,54,Employed,86324.63,143983.82,12,465.0,0.065,21.0,1,1.6679,Medium
CUST01227,64,Employed,74696.81,16453.75,24,750.0,0.0738,22.0,2,0.2203,Low
CUST01228,55,Unemployed,17129.58,28880.69,84,627.0,0.3145,22.0,0,1.686,Low
CUST01229,42,Self-Employed,97941.97,139555.03,24,715.0,0.5991,21.0,4,1.4249,High
CUST01230,64,Employed,51983.48,86860.28,48,574.0,,21.0,0,1.6709,Low
CUST01231,44,Employed,59339.14,97053.13,12,520.0,0.1083,18.0,2,1.6356,Medium
CUST01232,37,Employed,64051.69,67006.97,48,590.0,0.3388,18.0,3,1.0461,Medium
CUST01233,30,Unemployed,32627.45,123092.17,48,757.0,0.6756,21.0,0,3.7727,Medium
CUST01234,50,Employed,48595.43,80000.41,60,696.0,0.4059,21.0,3,1.6463,Medium
CUST01235,43,Employed,22761.64,124788.77,60,520.0,0.2313,21.0,2,5.0,High
CUST01236,52,Employed,66558.55,148867.06,12,456.0,0.322,20.0,3,2.2366,High
CUST01237,37,Employed,66562.02,98775.38,24,624.0,0.1135,20.0,0,1.484,Low
CUST01238,37,Employed,100570.31,81677.97,36,737.0,0.3323,23.0,1,0.8121,Low
CUST01239,34,Employed,72511.1,57947.89,60,589.0,0.2553,19.0,0,0.7992,Low
CUST01240,29,Employed,,33230.98,12,736.0,0.3805,17.0,0,0.6168,Low
CUST01241,60,Employed,60992.9,100215.38,12,660.0,0.3812,19.0,1,1.6431,Medium
CUST01242,22,Employed,74736.45,14082.39,120,790.0,0.3915,22.0,0,0.1884,Low
CUST01243,45,Unemployed,26029.37,143661.7,24,,0.3318,19.0,2,5.0,High
CUST01244,59,Employed,76565.72,98895.5,12,645.0,0.5519,19.0,1,1.2916,Medium
CUST01245,29,Employed,,144107.6,84,597.0,0.5253,17.0,0,1.9866,Medium
CUST01246,42,Self-Employed,62657.57,44479.8,12,728.0,0.1869,20.0,0,0.7099,Low
CUST01247,63,Employed,54284.13,142244.79,24,697.0,0.127,18.0,0,2.6204,Medium
CUST01248,24,Self-Employed,91722.74,93758.15,60,514.0,0.315,22.0,0,1.0222,Low
CUST01249,46,Unemployed,14973.16,122488.28,24,705.0,0.2895,18.0,1,5.0,High
CUST01250,49,Employed,43357.61,30943.88,48,530.0,0.5651,22.0,2,0.7137,Medium
CUST01251,54,Unemployed,13250.65,77516.0,60,577.0,0.3484,20.0,0,5.0,High
CUST01252,43,Employed,67494.2,87499.25,48,709.0,0.3921,16.0,1,1.2964,Low
CUST01253,57,Employed,61893.97,61963.89,12,549.0,0.3776,18.0,0,1.0011,Low
CUST01254,31,Employed,55082.31,41718.75,48,620.0,0.586,16.0,0,0.7574,Low
CUST01255,26,Employed,73577.58,136192.34,24,710.0,0.0167,19.0,0,1.851,Low
CUST01256,38,Self-Employed,36319.49,17333.54,24,683.0,0.0403,19.0,1,0.4773,Low
CUST01257,41,Self-Employed,85606.53,27328.13,120,678.0,0.2892,19.0,0,0.3192,Low
CUST01258,62,Unemployed,16390.03,51474.03,36,713.0,0.038,19.0,0,3.1406,Medium
CUST01259,56,Retired,29778.81,138366.65,120,754.0,0.3867,19.0,0,4.6465,High
CUST01260,61,Self-Employed,111110.79,86810.5,120,550.0,0.1919,,0,0.7813,Low
CUST01261,58,Self-Employed,99543.56,59110.19,84,676.0,0.1216,21.0,5,0.5938,Medium
CUST01262,54,Employed,67140.63,63388.34,120,727.0,0.1408,21.0,0,0.9441,Low
CUST01263,37,Employed,90451.82,126477.75,12,711.0,0.5159,20.0,2,1.3983,Medium
CUST01264,57,Employed,73788.08,8883.04,24,637.0,0.2017,20.0,0,0.1204,Low
CUST01265,45,Self-Employed,108152.25,6644.16,60,632.0,0.2593,18.0,0,0.0614,Low
CUST01266,58,Employed,59229.53,11682.28,120,715.0,0.1342,21.0,1,0.1972,Low
CUST01267,32,Employed,48860.78,73034.73,120,667.0,,19.0,0,1.4948,Low
CUST01268,43,Employed,75242.57,89281.16,120,737.0,0.2568,20.0,2,1.1866,Medium
CUST01269,62,Employed,67377.17,95547.98,24,658.0,0.1867,19.0,2,1.4181,Medium
CUST01270,42,Employed,71454.05,111014.88,60,620.0,0.0838,19.0,1,1.5537,Medium
CUST01271,41,Employed,68464.4,32509.95,12,508.0,0.3347,19.0,2,0.4748,Medium
CUST01272,47,Self-Employed,66667.78,43031.28,84,631.0,0.0495,21.0,2,0.6455,Low
CUST01273,51,Employed,68914.72,40308.52,36,,0.6028,18.0,1,0.5849,Medium
CUST01274,26,Self-Employed,73878.23,26629.95,36,503.0,0.2411,19.0,0,0.3605,Low
CUST01275,47,Employed,86522.15,40437.36,48,580.0,0.1615,16.0,0,0.4674,Low
CUST01276,60,Employed,55209.67,93979.63,24,706.0,0.1254,19.0,1,1.7022,Low
CUST01277,54,Employed,69620.12,58129.68,12,630.0,0.5244,18.0,0,0.835,Low
CUST01278,32,Employed,94542.22,116347.3,48,664.0,,18.0,0,1.2306,Low
CUST01279,27,Employed,55642.19,82780.73,12,703.0,0.3973,22.0,0,1.4877,Low
CUST01280,30,Employed,52011.07,35745.68,12,647.0,0.2951,18.0,1,0.6873,Low
CUST01281,37,Employed,80888.06,72770.39,48,594.0,0.1072,20.0,0,0.8996,Low
CUST01282,46,Employed,77379.18,91038.48,12,614.0,0.2749,17.0,0,1.1765,Low
CUST01283,41,Employed,,130598.27,48,711.0,0.1878,,1,2.7061,Medium
CUST01284,48,Self-Employed,36931.58,125889.05,120,647.0,0.0975,19.0,1,3.4087,High
CUST01285,22,Unemployed,16531.04,66839.58,120,446.0,0.4018,21.0,0,4.0433,High
CUST01286,63,Employed,56628.06,98912.99,84,621.0,0.0898,19.0,2,1.7467,Medium
CUST01287,21,Retired,,48181.69,24,692.0,0.1777,22.0,0,1.4145,Low
CUST01288,56,Employed,51255.95,96785.48,48,664.0,0.1455,18.0,5,1.8883,High
CUST01289,46,Self-Employed,58571.61,137354.9,24,568.0,0.1766,21.0,0,2.3451,Medium
CUST01290,49,Self-Employed,53393.41,95558.7,120,590.0,0.2827,21.0,0,1.7897,Low
CUST01291,41,Self-Employed,76659.47,49046.92,36,494.0,0.2698,24.0,3,0.6398,Medium
CUST01292,31,Employed,23255.25,98377.6,48,693.0,0.2743,20.0,0,4.2303,Medium
CUST01293,60,Employed,91759.85,135899.43,120,699.0,0.5292,20.0,0,1.481,Low
CUST01294,31,Employed,58121.93,24871.8,84,639.0,0.2647,21.0,0,0.4279,Low
CUST01295,56,Employed,55231.57,74954.8,36,621.0,0.2813,21.0,0,1.3571,Low
CUST01296,59,Employed,33976.12,51552.39,48,563.0,0.2882,17.0,2,1.5173,Medium
CUST01297,60,Employed,74301.64,40012.78,12,676.0,0.1395,20.0,2,0.5385,Low
CUST01298,55,Employed,28464.76,62450.3,36,518.0,0.481,18.0,0,2.194,Medium
CUST01299,54,Employed,81358.07,62125.37,60,712.0,0.2148,21.0,5,0.7636,Medium
CUST01300,44,Self-Employed,107936.34,35512.78,60,696.0,0.3703,18.0,2,0.329,Low
CUST01301,42,Unemployed,19838.6,63525.64,60,743.0,0.164,18.0,1,3.2021,Medium
CUST01302,25,Retired,50417.5,96891.11,36,654.0,0.4192,18.0,0,1.9218,Medium
CUST01303,53,Employed,50681.0,8731.13,24,608.0,,20.0,0,0.1723,Low
CUST01304,56,Self-Employed,123020.87,148437.66,48,684.0,0.4532,17.0,0,1.2066,Low
CUST01305,40,Unemployed,22519.28,47911.93,12,712.0,0.0612,20.0,0,2.1276,Low
CUST01306,39,Employed,52748.13,95428.58,12,557.0,0.1272,19.0,1,1.8091,Medium
CUST01307,55,Employed,64068.74,46114.6,120,644.0,0.7232,19.0,0,0.7198,Low
CUST01308,63,Retired,34510.91,62062.7,36,671.0,0.4269,16.0,0,1.7984,Medium
CUST01309,37,Employed,58413.75,84639.43,60,688.0,0.1987,21.0,0,1.449,Low
CUST01310,63,Employed,74015.15,93718.61,84,621.0,0.2477,21.0,0,1.2662,Low
CUST01311,54,Employed,64918.41,116716.4,120,700.0,,19.0,1,1.7979,Medium
CUST01312,29,Employed,59930.8,119794.15,12,573.0,0.2745,16.0,3,1.9989,High
CUST01313,46,Unemployed,10337.41,80211.96,84,811.0,0.5201,23.0,0,5.0,High
CUST01314,22,Self-Employed,74891.46,15980.23,120,600.0,0.1544,20.0,0,0.2134,Low
CUST01315,29,Employed,84167.51,85878.62,84,682.0,0.2805,20.0,3,1.0203,Medium
CUST01316,29,Employed,49434.44,74249.14,12,605.0,0.3289,20.0,1,1.502,Medium
CUST01317,60,Employed,25634.59,36231.06,24,657.0,0.3089,23.0,0,1.4134,Low
CUST01318,37,Employed,58608.99,6473.62,12,563.0,0.2164,,0,0.1105,Low
CUST01319,21,Employed,95195.41,50815.07,120,736.0,0.2405,23.0,1,0.5338,Low
CUST01320,45,Unemployed,26304.26,42625.81,12,584.0,0.2799,19.0,1,1.6205,Medium
CUST01321,63,Employed,53390.76,75021.98,48,656.0,0.5622,22.0,0,1.4051,Low
CUST01322,60,Employed,74110.3,115432.23,12,,0.193,18.0,0,1.5576,Low
CUST01323,62,Self-Employed,51263.13,68660.8,48,593.0,0.4998,18.0,1,1.3394,Medium
CUST01324,45,Employed,94806.76,142977.42,120,446.0,0.4926,18.0,1,1.5081,Medium
CUST01325,59,Unemployed,17213.18,37090.43,60,734.0,0.4508,18.0,0,2.1548,Medium
CUST01326,55,Self-Employed,130464.97,37038.05,24,661.0,0.1469,,4,0.2839,Medium
CUST01327,23,Self-Employed,64772.56,92645.19,120,510.0,0.2192,20.0,0,1.4303,Low
CUST01328,57,Employed,51431.82,134958.08,84,496.0,0.3502,,0,2.624,Medium
CUST01329,64,Employed,86326.11,102419.35,120,624.0,0.4228,21.0,0,1.1864,Low
CUST01330,64,Employed,53805.62,102683.34,12,643.0,0.3644,20.0,2,1.9084,Medium
CUST01331,50,Employed,38836.22,121911.47,24,632.0,,23.0,4,3.1391,High
CUST01332,58,Self-Employed,95490.04,101958.53,120,765.0,0.1179,20.0,0,1.0677,Low
CUST01333,54,Unemployed,21288.91,115105.42,84,516.0,0.1372,20.0,0,5.0,High
CUST01334,32,Self-Employed,55099.89,130588.48,120,666.0,0.1421,17.0,1,2.37,Medium
CUST01335,39,Retired,37991.46,6147.05,120,701.0,0.2538,20.0,0,0.1618,Low
CUST01336,57,Self-Employed,10000.0,133415.32,24,699.0,0.3351,18.0,0,5.0,High
CUST01337,64,Employed,79919.73,36213.33,84,721.0,0.1642,17.0,3,0.4531,Medium
CUST01338,37,Employed,52022.55,137255.29,84,659.0,0.4957,20.0,1,2.6384,Medium
CUST01339,30,Self-Employed,50842.44,43596.58,24,669.0,0.4449,21.0,0,0.8575,Low
CUST01340,32,Employed,103251.09,71009.65,36,623.0,0.5097,19.0,0,0.6877,Low
CUST01341,36,Employed,59519.48,140413.09,48,529.0,0.6832,20.0,0,2.3591,Medium
CUST01342,44,Employed,69988.69,20913.29,84,676.0,0.1639,19.0,0,0.2988,Low
CUST01343,39,Unemployed,24752.08,113066.05,84,617.0,0.3316,21.0,0,4.5679,High
CUST01344,28,Employed,29262.28,61905.05,84,590.0,0.1924,21.0,0,2.1155,Medium
CUST01345,51,Self-Employed,91732.17,8494.61,84,679.0,0.04,18.0,0,0.0926,Low
CUST01346,41,Unemployed,29019.51,141174.29,24,686.0,0.2221,15.0,0,4.8648,High
CUST01347,37,Employed,62384.45,22085.19,84,593.0,0.7227,21.0,1,0.354,Low
CUST01348,43,Employed,92462.48,117250.56,60,670.0,0.6253,18.0,1,1.2681,Medium
CUST01349,57,Employed,45030.63,60719.17,12,643.0,0.1931,19.0,2,1.3484,Medium
CUST01350,36,Self-Employed,65326.62,122534.52,120,665.0,0.2293,17.0,0,1.8757,Low
CUST01351,26,Self-Employed,125028.49,113791.65,84,750.0,0.1957,20.0,0,0.9101,Low
CUST01352,28,Unemployed,33429.95,96816.69,24,685.0,0.1812,15.0,4,2.8961,High
CUST01353,45,Employed,35028.42,141187.26,120,679.0,0.3013,22.0,0,4.0306,Medium
CUST01354,38,Employed,97380.63,19343.9,84,579.0,0.398,15.0,1,0.1986,Low
CUST01355,45,Employed,41270.6,120793.97,24,590.0,0.319,17.0,0,2.9269,Medium
CUST01356,32,Self-Employed,35703.01,102263.87,84,688.0,0.0235,17.0,2,2.8643,High
CUST01357,35,Employed,,50634.51,12,522.0,0.0921,17.0,1,0.7184,Low
CUST01358,46,Employed,90679.14,84165.97,84,621.0,0.2262,17.0,1,0.9282,Low
CUST01359,61,Employed,68721.33,98471.01,60,588.0,,17.0,4,1.4329,High
CUST01360,46,Employed,86594.05,111759.36,84,638.0,0.1341,17.0,3,1.2906,Medium
CUST01361,52,Employed,46631.02,32123.66,84,632.0,0.2382,19.0,0,0.6889,Low
CUST01362,30,Employed,52727.94,19806.46,120,660.0,0.1443,16.0,0,0.3756,Low
CUST01363,36,Employed,22689.77,19798.1,120,687.0,0.0275,20.0,0,0.8726,Low
CUST01364,27,Employed,84435.63,47610.96,24,727.0,0.3181,18.0,0,0.5639,Low
CUST01365,37,Self-Employed,28869.42,27355.11,24,733.0,0.0735,18.0,0,0.9475,Low
CUST01366,43,Unemployed,20190.61,82668.03,84,631.0,,17.0,4,4.0944,High
CUST01367,46,Employed,30021.96,68370.8,60,602.0,0.2134,18.0,0,2.2774,Medium
CUST01368,41,Self-Employed,56332.47,134494.65,24,586.0,0.2152,22.0,4,2.3875,High
CUST01369,42,Employed,98519.09,109023.36,120,624.0,0.365,,0,1.1066,Low
CUST01370,27,Employed,62240.78,34842.77,60,570.0,0.2592,23.0,0,0.5598,Low
CUST01371,34,Unemployed,22393.53,11630.42,24,687.0,0.3614,19.0,0,0.5194,Low
CUST01372,35,Self-Employed,97325.58,107827.6,12,731.0,0.2358,17.0,1,1.1079,Low
CUST01373,27,Unemployed,22665.76,127645.0,60,528.0,,17.0,0,5.0,High
CUST01374,29,Employed,49415.04,106644.07,12,650.0,0.3711,17.0,0,2.1581,Medium
CUST01375,28,Employed,57576.42,98350.18,12,774.0,0.0995,19.0,2,1.7082,Medium
CUST01376,43,Unemployed,40004.94,41150.68,24,531.0,0.0161,,1,1.0286,Medium
CUST01377,49,Employed,77749.63,76717.51,120,768.0,0.0921,19.0,0,0.9867,Low
CUST01378,38,Employed,58341.81,110119.45,60,581.0,0.3266,19.0,0,1.8875,Medium
CUST01379,51,Self-Employed,124820.66,33039.34,36,601.0,0.3051,20.0,0,0.2647,Low
CUST01380,50,Unemployed,28290.75,74098.81,12,699.0,0.2617,20.0,1,2.6192,Medium
CUST01381,59,Unemployed,10000.0,21969.1,120,690.0,0.0391,17.0,4,2.1969,High
CUST01382,55,Employed,60794.3,81954.25,12,641.0,0.1645,19.0,0,1.3481,Low
CUST01383,38,Unemployed,25593.68,88162.91,12,588.0,0.309,18.0,0,3.4447,Medium
CUST01384,62,Employed,88777.34,82630.92,24,550.0,0.2465,19.0,5,0.9308,High
CUST01385,59,Employed,55502.28,73072.37,24,643.0,0.1384,19.0,0,1.3166,Low
CUST01386,37,Self-Employed,55324.68,90180.82,12,633.0,0.3876,22.0,1,1.63,Medium
CUST01387,34,Employed,78233.25,149535.93,120,586.0,0.1854,,0,1.9114,Medium
CUST01388,51,Employed,,95267.78,84,629.0,0.1586,,5,2.6108,High
CUST01389,44,Self-Employed,,114122.32,24,670.0,0.2891,18.0,0,2.9462,Medium
CUST01390,55,Employed,57789.14,32857.53,24,735.0,0.1884,18.0,0,0.5686,Low
CUST01391,64,Employed,40894.02,81853.39,24,665.0,0.6064,18.0,0,2.0016,Medium
CUST01392,54,Employed,45194.74,6088.28,48,635.0,0.286,22.0,0,0.1347,Low
CUST01393,23,Employed,51316.0,9561.37,60,584.0,0.3062,16.0,4,0.1863,Medium
CUST01394,57,Employed,56119.13,51759.66,120,590.0,0.2721,17.0,0,0.9223,Low
CUST01395,63,Self-Employed,24544.82,72657.07,24,667.0,0.0272,17.0,1,2.9602,Medium
CUST01396,60,Self-Employed,38069.68,88467.34,48,671.0,0.3305,19.0,1,2.3238,Medium
CUST01397,46,Employed,40505.56,133760.63,48,632.0,0.259,18.0,0,3.3023,Medium
CUST01398,43,Unemployed,23320.25,116904.67,24,722.0,0.0596,19.0,0,5.0,High
CUST01399,64,Employed,103392.39,48496.66,120,654.0,0.0409,19.0,1,0.4691,Low
CUST01400,59,Employed,68958.55,112805.21,84,611.0,0.3931,18.0,1,1.6358,Medium
