customer_id,age,employment_status,income,loan_amount,loan_tenure,credit_score,credit_utilization,repayment_history,num_defaults,debt_to_income_ratio,risk_label,monthly_emi,emi_to_income_ratio,risk_score_numeric
CUST01152,34,Employed,63385.42,25429.97,120,655,0.4186,20,1,0.4012,Low,211.92,0.0401,0
CUST01153,22,Employed,48638.89,144480.88,84,656,0.107,20,0,2.9705,Medium,1720.01,0.4244,1
CUST01154,48,Retired,51584.34,135804.37,120,582,0.1683,18,2,2.6327,High,1131.7,0.2633,2
CUST01156,58,Employed,49026.99,89867.99,84,559,0.3622,18,5,1.833,High,1069.86,0.2619,2
CUST01157,24,Retired,48037.85,117381.94,84,473,0.1035,19,0,2.4435,Medium,1397.4,0.3491,1
CUST01158,21,Self-Employed,54560.23,49483.41,48,593,0.1386,19,0,0.907,Low,1030.9,0.2267,0
CUST01159,28,Self-Employed,71706.76,81483.12,120,677,0.5218,20,1,1.1363,Medium,679.03,0.1136,1
CUST01160,49,Unemployed,12156.91,135844.49,36,677,0.1293,20,1,5.0,High,3773.46,3.7248,2
CUST01161,59,Employed,92036.27,14896.11,120,661,0.1626,17,2,0.1619,Low,124.13,0.0162,0
CUST01162,23,Self-Employed,78004.29,136301.66,60,636,0.2399,19,0,1.7474,Low,2271.69,0.3495,0
CUST01163,52,Employed,58528.75,110672.8,60,662,0.1123,19,0,1.8909,Low,1844.55,0.3782,0
CUST01164,30,Unemployed,20900.87,116627.5,36,850,0.1281,22,0,5.0,High,3239.65,1.86,2
CUST01165,30,Employed,54512.07,14384.12,12,669,0.3324,18,0,0.2639,Low,1198.68,0.2639,0
CUST01166,39,Self-Employed,35090.07,32224.72,48,616,0.1221,18,1,0.9183,Low,671.35,0.2296,0
CUST01167,54,Employed,46568.6,139162.96,60,641,0.2195,18,0,2.9883,Medium,2319.38,0.5977,1
CUST01168,53,Employed,98702.67,22987.46,24,633,0.2725,22,1,0.2329,Low,957.81,0.1164,0
CUST01169,43,Self-Employed,69506.1,96521.51,84,655,0.3375,20,0,1.3887,Low,1149.07,0.1984,0
CUST01170,48,Self-Employed,117052.6,118490.42,84,577,0.0545,20,2,1.0123,Medium,1410.6,0.1446,1
CUST01171,52,Self-Employed,98730.26,38535.89,12,713,0.4101,17,3,0.3903,Medium,3211.32,0.3903,1
CUST01172,27,Employed,64363.21,106324.58,60,673,0.461,15,1,1.6519,Medium,1772.08,0.3304,1
CUST01173,49,Employed,62232.35,14508.59,120,586,0.3333,20,0,0.2331,Low,120.9,0.0233,0
CUST01174,28,Self-Employed,78669.13,77321.42,48,731,0.5667,19,0,0.9829,Low,1610.86,0.2457,0
CUST01175,21,Unemployed,10000.0,53492.8,60,497,0.189,23,1,5.0,High,891.55,1.0699,2
CUST01176,23,Self-Employed,119630.96,98632.59,48,822,0.0821,19,3,0.8245,Medium,2054.85,0.2061,1
CUST01177,44,Retired,47560.52,133905.7,12,800,0.4108,22,0,2.8155,Medium,11158.81,2.8155,1
CUST01178,43,Unemployed,15693.09,23196.18,120,788,0.0983,18,2,1.4781,Medium,193.3,0.1478,1
CUST01179,28,Employed,14578.27,70294.61,120,610,0.086,21,0,4.8219,High,585.79,0.4822,2
CUST01180,57,Self-Employed,53134.8,66363.1,120,669,0.2396,18,1,1.249,Low,553.03,0.1249,0
CUST01181,23,Retired,50812.87,51950.31,84,600,0.0525,20,0,1.0224,Low,618.46,0.1461,0
CUST01182,53,Self-Employed,28238.49,74624.18,36,684,0.1988,17,0,2.6426,Medium,2072.89,0.8809,1
CUST01183,48,Unemployed,10000.0,132705.63,84,651,0.2342,17,1,5.0,High,1579.83,1.8958,2
CUST01184,28,Self-Employed,28116.5,146180.98,48,613,0.3441,17,0,5.0,High,3045.44,1.2998,2
CUST01186,55,Employed,79810.8,112159.57,12,656,0.4355,18,2,1.4053,Medium,9346.63,1.4053,1
CUST01187,52,Employed,64238.01,94186.77,12,850,0.1177,18,1,1.4662,Low,7848.9,1.4662,0
CUST01190,52,Employed,69456.45,122645.21,84,635,0.1995,16,2,1.7658,Medium,1460.06,0.2523,1
CUST01191,63,Retired,33136.27,140419.59,12,699,0.317,18,3,4.2376,High,11701.63,4.2376,2
CUST01192,36,Employed,47931.18,137256.77,60,600,0.1587,21,1,2.8636,Medium,2287.61,0.5727,1
CUST01193,24,Employed,41481.73,86283.04,48,631,0.3897,20,0,2.08,Medium,1797.56,0.52,1
CUST01194,57,Self-Employed,110671.72,52495.64,120,493,0.2377,21,1,0.4743,Low,437.46,0.0474,0
CUST01195,41,Self-Employed,10000.0,97786.06,36,657,0.3283,20,0,5.0,High,2716.28,3.2595,2
CUST01196,34,Employed,96431.57,49380.44,12,659,0.4288,16,1,0.5121,Low,4115.04,0.5121,0
CUST01197,51,Employed,74578.23,64779.04,120,606,0.2821,20,5,0.8686,High,539.83,0.0869,2
CUST01198,38,Employed,57137.94,69630.12,48,686,0.2946,20,0,1.2186,Low,1450.63,0.3047,0
CUST01199,27,Employed,75220.21,48782.78,36,659,0.4632,19,0,0.6485,Low,1355.08,0.2162,0
CUST01200,30,Employed,63393.99,54564.97,24,607,0.5063,17,0,0.8607,Low,2273.54,0.4304,0
CUST01202,53,Employed,91686.64,48076.44,24,635,0.3511,20,0,0.5244,Low,2003.19,0.2622,0
CUST01203,43,Employed,61628.87,73484.28,12,566,0.3606,19,0,1.1924,Low,6123.69,1.1924,0
CUST01204,41,Employed,100146.19,30086.07,60,509,0.3417,16,3,0.3004,Medium,501.43,0.0601,1
CUST01205,39,Employed,88766.95,121809.76,24,764,0.7882,19,2,1.3722,Medium,5075.41,0.6861,1
CUST01206,39,Unemployed,17280.57,82957.37,48,660,0.1784,19,0,4.8006,High,1728.28,1.2002,2
CUST01207,56,Self-Employed,86811.65,120112.7,12,656,0.3308,19,0,1.3836,Low,10009.39,1.3836,0
CUST01208,49,Employed,71109.94,23575.0,84,646,0.0767,22,2,0.3315,Low,280.65,0.0474,0
CUST01209,38,Employed,65439.88,123974.13,24,747,0.2371,20,0,1.8945,Low,5165.59,0.9472,0
CUST01210,22,Employed,103262.9,143948.12,60,661,0.1907,18,3,1.394,Medium,2399.14,0.2788,1
CUST01211,21,Employed,75352.09,56105.83,60,773,0.0794,15,3,0.7446,Medium,935.1,0.1489,1
CUST01212,25,Employed,48180.63,46173.1,84,661,0.0759,19,0,0.9583,Low,549.68,0.1369,0
CUST01213,40,Employed,44440.61,98790.57,120,436,0.5502,21,2,2.223,High,823.25,0.2223,2
CUST01214,31,Employed,45258.06,97207.55,36,751,0.3757,20,0,2.1479,Low,2700.21,0.716,0
CUST01215,62,Unemployed,20195.03,21307.87,60,675,0.0719,19,0,1.0551,Low,355.13,0.211,0
CUST01216,22,Employed,58169.73,139380.02,60,609,0.1416,21,1,2.3961,Medium,2323.0,0.4792,1
CUST01217,23,Employed,71665.87,74463.14,120,629,0.2701,20,1,1.039,Low,620.53,0.1039,0
CUST01218,43,Unemployed,28395.26,115840.38,12,625,0.1583,20,1,4.0796,High,9653.36,4.0796,2
CUST01219,32,Employed,105574.27,57101.06,60,550,0.3042,21,2,0.5409,Medium,951.68,0.1082,1
CUST01220,40,Employed,58630.54,42922.81,36,720,0.2762,20,4,0.7321,Medium,1192.3,0.244,1
CUST01221,25,Employed,36828.99,21134.42,60,614,0.1366,20,2,0.5739,Low,352.24,0.1148,0
CUST01222,57,Employed,100848.04,44805.21,36,580,0.1695,19,0,0.4443,Low,1244.59,0.1481,0
CUST01224,50,Employed,35071.43,100404.23,48,557,0.4115,19,1,2.8628,High,2091.75,0.7157,2
CUST01225,29,Employed,100329.01,121403.44,36,642,0.5038,22,3,1.2101,Medium,3372.32,0.4034,1
CUST01226,54,Employed,86324.63,143983.82,12,465,0.065,21,1,1.6679,Medium,11998.65,1.6679,1
CUST01227,64,Employed,74696.81,16453.75,24,750,0.0738,22,2,0.2203,Low,685.57,0.1101,0
CUST01228,55,Unemployed,17129.58,28880.69,84,627,0.3145,22,0,1.686,Low,343.82,0.2409,0
CUST01229,42,Self-Employed,97941.97,139555.03,24,715,0.5991,21,4,1.4249,High,5814.79,0.7124,2
CUST01230,64,Employed,51983.48,86860.28,48,574,0.2601,21,0,1.6709,Low,1809.59,0.4177,0
CUST01231,44,Employed,59339.14,97053.13,12,520,0.1083,18,2,1.6356,Medium,8087.76,1.6356,1
CUST01232,37,Employed,64051.69,67006.97,48,590,0.3388,18,3,1.0461,Medium,1395.98,0.2615,1
CUST01233,30,Unemployed,32627.45,123092.17,48,757,0.6756,21,0,3.7727,Medium,2564.42,0.9432,1
CUST01234,50,Employed,48595.43,80000.41,60,696,0.4059,21,3,1.6463,Medium,1333.34,0.3293,1
CUST01235,43,Employed,22761.64,124788.77,60,520,0.2313,21,2,5.0,High,2079.81,1.0965,2
CUST01236,52,Employed,66558.55,148867.06,12,456,0.322,20,3,2.2366,High,12405.59,2.2366,2
CUST01237,37,Employed,66562.02,98775.38,24,624,0.1135,20,0,1.484,Low,4115.64,0.742,0
CUST01238,37,Employed,100570.31,81677.97,36,737,0.3323,23,1,0.8121,Low,2268.83,0.2707,0
CUST01239,34,Employed,72511.1,57947.89,60,589,0.2553,19,0,0.7992,Low,965.8,0.1598,0
CUST01240,29,Employed,59158.41,33230.98,12,736,0.3805,17,0,0.6168,Low,2769.25,0.5617,0
CUST01241,60,Employed,60992.9,100215.38,12,660,0.3812,19,1,1.6431,Medium,8351.28,1.6431,1
CUST01242,22,Employed,74736.45,14082.39,120,790,0.3915,22,0,0.1884,Low,117.35,0.0188,0
CUST01243,45,Unemployed,26029.37,143661.7,24,648,0.3318,19,2,5.0,High,5985.9,2.7596,2
CUST01244,59,Employed,76565.72,98895.5,12,645,0.5519,19,1,1.2916,Medium,8241.29,1.2916,1
CUST01245,29,Employed,59158.41,144107.6,84,597,0.5253,17,0,1.9866,Medium,1715.57,0.348,1
CUST01246,42,Self-Employed,62657.57,44479.8,12,728,0.1869,20,0,0.7099,Low,3706.65,0.7099,0
CUST01247,63,Employed,54284.13,142244.79,24,697,0.127,18,0,2.6204,Medium,5926.87,1.3102,1
CUST01248,24,Self-Employed,91722.74,93758.15,60,514,0.315,22,0,1.0222,Low,1562.64,0.2044,0
CUST01249,46,Unemployed,14973.16,122488.28,24,705,0.2895,18,1,5.0,High,5103.68,4.0903,2
CUST01250,49,Employed,43357.61,30943.88,48,530,0.5651,22,2,0.7137,Medium,644.66,0.1784,1
CUST01251,54,Unemployed,13250.65,77516.0,60,577,0.3484,20,0,5.0,High,1291.93,1.17,2
CUST01252,43,Employed,67494.2,87499.25,48,709,0.3921,16,1,1.2964,Low,1822.9,0.3241,0
CUST01253,57,Employed,61893.97,61963.89,12,549,0.3776,18,0,1.0011,Low,5163.66,1.0011,0
CUST01254,31,Employed,55082.31,41718.75,48,620,0.586,16,0,0.7574,Low,869.14,0.1893,0
CUST01255,26,Employed,73577.58,136192.34,24,710,0.0167,19,0,1.851,Low,5674.68,0.9255,0
CUST01256,38,Self-Employed,36319.49,17333.54,24,683,0.0403,19,1,0.4773,Low,722.23,0.2386,0
CUST01257,41,Self-Employed,85606.53,27328.13,120,678,0.2892,19,0,0.3192,Low,227.73,0.0319,0
CUST01258,62,Unemployed,16390.03,51474.03,36,713,0.038,19,0,3.1406,Medium,1429.83,1.0469,1
CUST01259,56,Retired,29778.81,138366.65,120,754,0.3867,19,0,4.6465,High,1153.06,0.4646,2
CUST01260,61,Self-Employed,111110.79,86810.5,120,550,0.1919,19,0,0.7813,Low,723.42,0.0781,0
CUST01261,58,Self-Employed,99543.56,59110.19,84,676,0.1216,21,5,0.5938,Medium,703.69,0.0848,1
CUST01262,54,Employed,67140.63,63388.34,120,727,0.1408,21,0,0.9441,Low,528.24,0.0944,0
CUST01263,37,Employed,90451.82,126477.75,12,711,0.5159,20,2,1.3983,Medium,10539.81,1.3983,1
CUST01264,57,Employed,73788.08,8883.04,24,637,0.2017,20,0,0.1204,Low,370.13,0.0602,0
CUST01265,45,Self-Employed,108152.25,6644.16,60,632,0.2593,18,0,0.0614,Low,110.74,0.0123,0
CUST01266,58,Employed,59229.53,11682.28,120,715,0.1342,21,1,0.1972,Low,97.35,0.0197,0
CUST01267,32,Employed,48860.78,73034.73,120,667,0.2601,19,0,1.4948,Low,608.62,0.1495,0
CUST01268,43,Employed,75242.57,89281.16,120,737,0.2568,20,2,1.1866,Medium,744.01,0.1187,1
CUST01269,62,Employed,67377.17,95547.98,24,658,0.1867,19,2,1.4181,Medium,3981.17,0.7091,1
CUST01270,42,Employed,71454.05,111014.88,60,620,0.0838,19,1,1.5537,Medium,1850.25,0.3107,1
CUST01271,41,Employed,68464.4,32509.95,12,508,0.3347,19,2,0.4748,Medium,2709.16,0.4748,1
CUST01272,47,Self-Employed,66667.78,43031.28,84,631,0.0495,21,2,0.6455,Low,512.28,0.0922,0
CUST01273,51,Employed,68914.72,40308.52,36,648,0.6028,18,1,0.5849,Medium,1119.68,0.195,1
CUST01274,26,Self-Employed,73878.23,26629.95,36,503,0.2411,19,0,0.3605,Low,739.72,0.1202,0
CUST01275,47,Employed,86522.15,40437.36,48,580,0.1615,16,0,0.4674,Low,842.44,0.1168,0
CUST01276,60,Employed,55209.67,93979.63,24,706,0.1254,19,1,1.7022,Low,3915.82,0.8511,0
CUST01277,54,Employed,69620.12,58129.68,12,630,0.5244,18,0,0.835,Low,4844.14,0.835,0
CUST01278,32,Employed,94542.22,116347.3,48,664,0.2601,18,0,1.2306,Low,2423.9,0.3077,0
CUST01279,27,Employed,55642.19,82780.73,12,703,0.3973,22,0,1.4877,Low,6898.39,1.4877,0
CUST01280,30,Employed,52011.07,35745.68,12,647,0.2951,18,1,0.6873,Low,2978.81,0.6873,0
CUST01281,37,Employed,80888.06,72770.39,48,594,0.1072,20,0,0.8996,Low,1516.05,0.2249,0
CUST01282,46,Employed,77379.18,91038.48,12,614,0.2749,17,0,1.1765,Low,7586.54,1.1765,0
CUST01283,41,Employed,59158.41,130598.27,48,711,0.1878,19,1,2.7061,Medium,2720.8,0.5519,1
CUST01284,48,Self-Employed,36931.58,125889.05,120,647,0.0975,19,1,3.4087,High,1049.08,0.3409,2
CUST01285,22,Unemployed,16531.04,66839.58,120,446,0.4018,21,0,4.0433,High,557.0,0.4043,2
CUST01286,63,Employed,56628.06,98912.99,84,621,0.0898,19,2,1.7467,Medium,1177.54,0.2495,1
CUST01287,21,Retired,59158.41,48181.69,24,692,0.1777,22,0,1.4145,Low,2007.57,0.4072,0
CUST01288,56,Employed,51255.95,96785.48,48,664,0.1455,18,5,1.8883,High,2016.36,0.4721,2
CUST01289,46,Self-Employed,58571.61,137354.9,24,568,0.1766,21,0,2.3451,Medium,5723.12,1.1725,1
CUST01290,49,Self-Employed,53393.41,95558.7,120,590,0.2827,21,0,1.7897,Low,796.32,0.179,0
CUST01291,41,Self-Employed,76659.47,49046.92,36,494,0.2698,24,3,0.6398,Medium,1362.41,0.2133,1
CUST01292,31,Employed,23255.25,98377.6,48,693,0.2743,20,0,4.2303,Medium,2049.53,1.0576,1
CUST01293,60,Employed,91759.85,135899.43,120,699,0.5292,20,0,1.481,Low,1132.5,0.1481,0
CUST01294,31,Employed,58121.93,24871.8,84,639,0.2647,21,0,0.4279,Low,296.09,0.0611,0
CUST01295,56,Employed,55231.57,74954.8,36,621,0.2813,21,0,1.3571,Low,2082.08,0.4524,0
CUST01296,59,Employed,33976.12,51552.39,48,563,0.2882,17,2,1.5173,Medium,1074.01,0.3793,1
CUST01297,60,Employed,74301.64,40012.78,12,676,0.1395,20,2,0.5385,Low,3334.4,0.5385,0
CUST01298,55,Employed,28464.76,62450.3,36,518,0.481,18,0,2.194,Medium,1734.73,0.7313,1
CUST01299,54,Employed,81358.07,62125.37,60,712,0.2148,21,5,0.7636,Medium,1035.42,0.1527,1
CUST01300,44,Self-Employed,107936.34,35512.78,60,696,0.3703,18,2,0.329,Low,591.88,0.0658,0
CUST01301,42,Unemployed,19838.6,63525.64,60,743,0.164,18,1,3.2021,Medium,1058.76,0.6404,1
CUST01302,25,Retired,50417.5,96891.11,36,654,0.4192,18,0,1.9218,Medium,2691.42,0.6406,1
CUST01303,53,Employed,50681.0,8731.13,24,608,0.2601,20,0,0.1723,Low,363.8,0.0861,0
CUST01304,56,Self-Employed,123020.87,148437.66,48,684,0.4532,17,0,1.2066,Low,3092.45,0.3017,0
CUST01305,40,Unemployed,22519.28,47911.93,12,712,0.0612,20,0,2.1276,Low,3992.66,2.1276,0
CUST01306,39,Employed,52748.13,95428.58,12,557,0.1272,19,1,1.8091,Medium,7952.38,1.8091,1
CUST01307,55,Employed,64068.74,46114.6,120,644,0.7232,19,0,0.7198,Low,384.29,0.072,0
CUST01308,63,Retired,34510.91,62062.7,36,671,0.4269,16,0,1.7984,Medium,1723.96,0.5994,1
CUST01309,37,Employed,58413.75,84639.43,60,688,0.1987,21,0,1.449,Low,1410.66,0.2898,0
CUST01310,63,Employed,74015.15,93718.61,84,621,0.2477,21,0,1.2662,Low,1115.7,0.1809,0
CUST01311,54,Employed,64918.41,116716.4,120,700,0.2601,19,1,1.7979,Medium,972.64,0.1798,1
CUST01312,29,Employed,59930.8,119794.15,12,573,0.2745,16,3,1.9989,High,9982.85,1.9989,2
CUST01313,46,Unemployed,10337.41,80211.96,84,811,0.5201,23,0,5.0,High,954.9,1.1085,2
CUST01314,22,Self-Employed,74891.46,15980.23,120,600,0.1544,20,0,0.2134,Low,133.17,0.0213,0
CUST01315,29,Employed,84167.51,85878.62,84,682,0.2805,20,3,1.0203,Medium,1022.36,0.1458,1
CUST01316,29,Employed,49434.44,74249.14,12,605,0.3289,20,1,1.502,Medium,6187.43,1.502,1
CUST01317,60,Employed,25634.59,36231.06,24,657,0.3089,23,0,1.4134,Low,1509.63,0.7067,0
CUST01318,37,Employed,58608.99,6473.62,12,563,0.2164,19,0,0.1105,Low,539.47,0.1105,0
CUST01319,21,Employed,95195.41,50815.07,120,736,0.2405,23,1,0.5338,Low,423.46,0.0534,0
CUST01320,45,Unemployed,26304.26,42625.81,12,584,0.2799,19,1,1.6205,Medium,3552.15,1.6205,1
CUST01321,63,Employed,53390.76,75021.98,48,656,0.5622,22,0,1.4051,Low,1562.96,0.3513,0
CUST01322,60,Employed,74110.3,115432.23,12,648,0.193,18,0,1.5576,Low,9619.35,1.5576,0
CUST01323,62,Self-Employed,51263.13,68660.8,48,593,0.4998,18,1,1.3394,Medium,1430.43,0.3348,1
CUST01324,45,Employed,94806.76,142977.42,120,446,0.4926,18,1,1.5081,Medium,1191.48,0.1508,1
CUST01325,59,Unemployed,17213.18,37090.43,60,734,0.4508,18,0,2.1548,Medium,618.17,0.431,1
CUST01327,23,Self-Employed,64772.56,92645.19,120,510,0.2192,20,0,1.4303,Low,772.04,0.143,0
CUST01328,57,Employed,51431.82,134958.08,84,496,0.3502,19,0,2.624,Medium,1606.64,0.3749,1
CUST01329,64,Employed,86326.11,102419.35,120,624,0.4228,21,0,1.1864,Low,853.49,0.1186,0
CUST01330,64,Employed,53805.62,102683.34,12,643,0.3644,20,2,1.9084,Medium,8556.94,1.9084,1
CUST01331,50,Employed,38836.22,121911.47,24,632,0.2601,23,4,3.1391,High,5079.64,1.5696,2
CUST01332,58,Self-Employed,95490.04,101958.53,120,765,0.1179,20,0,1.0677,Low,849.65,0.1068,0
CUST01333,54,Unemployed,21288.91,115105.42,84,516,0.1372,20,0,5.0,High,1370.3,0.7724,2
CUST01334,32,Self-Employed,55099.89,130588.48,120,666,0.1421,17,1,2.37,Medium,1088.24,0.237,1
CUST01336,57,Self-Employed,10000.0,133415.32,24,699,0.3351,18,0,5.0,High,5558.97,6.6708,2
CUST01337,64,Employed,79919.73,36213.33,84,721,0.1642,17,3,0.4531,Medium,431.11,0.0647,1
CUST01338,37,Employed,52022.55,137255.29,84,659,0.4957,20,1,2.6384,Medium,1633.99,0.3769,1
CUST01339,30,Self-Employed,50842.44,43596.58,24,669,0.4449,21,0,0.8575,Low,1816.52,0.4287,0
CUST01340,32,Employed,103251.09,71009.65,36,623,0.5097,19,0,0.6877,Low,1972.49,0.2292,0
CUST01341,36,Employed,59519.48,140413.09,48,529,0.6832,20,0,2.3591,Medium,2925.27,0.5898,1
CUST01342,44,Employed,69988.69,20913.29,84,676,0.1639,19,0,0.2988,Low,248.97,0.0427,0
CUST01343,39,Unemployed,24752.08,113066.05,84,617,0.3316,21,0,4.5679,High,1346.02,0.6526,2
CUST01344,28,Employed,29262.28,61905.05,84,590,0.1924,21,0,2.1155,Medium,736.96,0.3022,1
CUST01345,51,Self-Employed,91732.17,8494.61,84,679,0.04,18,0,0.0926,Low,101.13,0.0132,0
CUST01346,41,Unemployed,29019.51,141174.29,24,686,0.2221,15,0,4.8648,High,5882.26,2.4324,2
CUST01347,37,Employed,62384.45,22085.19,84,593,0.7227,21,1,0.354,Low,262.92,0.0506,0
CUST01348,43,Employed,92462.48,117250.56,60,670,0.6253,18,1,1.2681,Medium,1954.18,0.2536,1
CUST01349,57,Employed,45030.63,60719.17,12,643,0.1931,19,2,1.3484,Medium,5059.93,1.3484,1
CUST01350,36,Self-Employed,65326.62,122534.52,120,665,0.2293,17,0,1.8757,Low,1021.12,0.1876,0
CUST01351,26,Self-Employed,125028.49,113791.65,84,750,0.1957,20,0,0.9101,Low,1354.66,0.13,0
CUST01352,28,Unemployed,33429.95,96816.69,24,685,0.1812,15,4,2.8961,High,4034.03,1.4481,2
CUST01353,45,Employed,35028.42,141187.26,120,679,0.3013,22,0,4.0306,Medium,1176.56,0.4031,1
CUST01354,38,Employed,97380.63,19343.9,84,579,0.398,15,1,0.1986,Low,230.28,0.0284,0
CUST01355,45,Employed,41270.6,120793.97,24,590,0.319,17,0,2.9269,Medium,5033.08,1.4634,1
CUST01356,32,Self-Employed,35703.01,102263.87,84,688,0.0235,17,2,2.8643,High,1217.43,0.4092,2
CUST01357,35,Employed,59158.41,50634.51,12,522,0.0921,17,1,0.7184,Low,4219.54,0.8559,0
CUST01358,46,Employed,90679.14,84165.97,84,621,0.2262,17,1,0.9282,Low,1001.98,0.1326,0
CUST01359,61,Employed,68721.33,98471.01,60,588,0.2601,17,4,1.4329,High,1641.18,0.2866,2
CUST01360,46,Employed,86594.05,111759.36,84,638,0.1341,17,3,1.2906,Medium,1330.47,0.1844,1
CUST01361,52,Employed,46631.02,32123.66,84,632,0.2382,19,0,0.6889,Low,382.42,0.0984,0
CUST01362,30,Employed,52727.94,19806.46,120,660,0.1443,16,0,0.3756,Low,165.05,0.0376,0
CUST01363,36,Employed,22689.77,19798.1,120,687,0.0275,20,0,0.8726,Low,164.98,0.0873,0
CUST01364,27,Employed,84435.63,47610.96,24,727,0.3181,18,0,0.5639,Low,1983.79,0.2819,0
CUST01365,37,Self-Employed,28869.42,27355.11,24,733,0.0735,18,0,0.9475,Low,1139.8,0.4738,0
CUST01366,43,Unemployed,20190.61,82668.03,84,631,0.2601,17,4,4.0944,High,984.14,0.5849,2
CUST01367,46,Employed,30021.96,68370.8,60,602,0.2134,18,0,2.2774,Medium,1139.51,0.4555,1
CUST01368,41,Self-Employed,56332.47,134494.65,24,586,0.2152,22,4,2.3875,High,5603.94,1.1938,2
CUST01369,42,Employed,98519.09,109023.36,120,624,0.365,19,0,1.1066,Low,908.53,0.1107,0
CUST01370,27,Employed,62240.78,34842.77,60,570,0.2592,23,0,0.5598,Low,580.71,0.112,0
CUST01371,34,Unemployed,22393.53,11630.42,24,687,0.3614,19,0,0.5194,Low,484.6,0.2597,0
CUST01372,35,Self-Employed,97325.58,107827.6,12,731,0.2358,17,1,1.1079,Low,8985.63,1.1079,0
CUST01373,27,Unemployed,22665.76,127645.0,60,528,0.2601,17,0,5.0,High,2127.42,1.1263,2
CUST01374,29,Employed,49415.04,106644.07,12,650,0.3711,17,0,2.1581,Medium,8887.01,2.1581,1
CUST01375,28,Employed,57576.42,98350.18,12,774,0.0995,19,2,1.7082,Medium,8195.85,1.7082,1
CUST01376,43,Unemployed,40004.94,41150.68,24,531,0.0161,19,1,1.0286,Medium,1714.61,0.5143,1
CUST01377,49,Employed,77749.63,76717.51,120,768,0.0921,19,0,0.9867,Low,639.31,0.0987,0
CUST01378,38,Employed,58341.81,110119.45,60,581,0.3266,19,0,1.8875,Medium,1835.32,0.3775,1
CUST01379,51,Self-Employed,124820.66,33039.34,36,601,0.3051,20,0,0.2647,Low,917.76,0.0882,0
CUST01380,50,Unemployed,28290.75,74098.81,12,699,0.2617,20,1,2.6192,Medium,6174.9,2.6192,1
CUST01381,59,Unemployed,10000.0,21969.1,120,690,0.0391,17,4,2.1969,High,183.08,0.2197,2
CUST01382,55,Employed,60794.3,81954.25,12,641,0.1645,19,0,1.3481,Low,6829.52,1.3481,0
CUST01383,38,Unemployed,25593.68,88162.91,12,588,0.309,18,0,3.4447,Medium,7346.91,3.4447,1
CUST01384,62,Employed,88777.34,82630.92,24,550,0.2465,19,5,0.9308,High,3442.96,0.4654,2
CUST01385,59,Employed,55502.28,73072.37,24,643,0.1384,19,0,1.3166,Low,3044.68,0.6583,0
CUST01386,37,Self-Employed,55324.68,90180.82,12,633,0.3876,22,1,1.63,Medium,7515.07,1.63,1
CUST01388,51,Employed,59158.41,95267.78,84,629,0.1586,19,5,2.6108,High,1134.14,0.2301,2
CUST01389,44,Self-Employed,59158.41,114122.32,24,670,0.2891,18,0,2.9462,Medium,4755.1,0.9645,1
CUST01390,55,Employed,57789.14,32857.53,24,735,0.1884,18,0,0.5686,Low,1369.06,0.2843,0
CUST01391,64,Employed,40894.02,81853.39,24,665,0.6064,18,0,2.0016,Medium,3410.56,1.0008,1
CUST01393,23,Employed,51316.0,9561.37,60,584,0.3062,16,4,0.1863,Medium,159.36,0.0373,1
CUST01394,57,Employed,56119.13,51759.66,120,590,0.2721,17,0,0.9223,Low,431.33,0.0922,0
CUST01395,63,Self-Employed,24544.82,72657.07,24,667,0.0272,17,1,2.9602,Medium,3027.38,1.4801,1
CUST01396,60,Self-Employed,38069.68,88467.34,48,671,0.3305,19,1,2.3238,Medium,1843.07,0.581,1
CUST01397,46,Employed,40505.56,133760.63,48,632,0.259,18,0,3.3023,Medium,2786.68,0.8256,1
CUST01398,43,Unemployed,23320.25,116904.67,24,722,0.0596,19,0,5.0,High,4871.03,2.5065,2
CUST01399,64,Employed,103392.39,48496.66,120,654,0.0409,19,1,0.4691,Low,404.14,0.0469,0
CUST01400,59,Employed,68958.55,112805.21,84,611,0.3931,18,1,1.6358,Medium,1342.92,0.2337,1
CUST01401,35,Unemployed,28922.48,84661.71,48,597,0.2238,19,1,2.9272,Medium,1763.79,0.7318,1
CUST01402,24,Employed,44126.81,117981.29,36,592,0.2783,22,0,2.6737,Medium,3277.26,0.8912,1
CUST01403,49,Retired,38925.42,64602.19,48,688,0.6394,20,1,1.6596,Medium,1345.88,0.4149,1
CUST01404,42,Employed,82892.17,18324.53,60,600,0.27,19,0,0.2211,Low,305.41,0.0442,0
CUST01406,33,Employed,36111.0,85770.45,24,582,0.3638,16,0,2.3752,Medium,3573.77,1.1876,1
CUST01407,38,Employed,59710.38,143272.51,120,636,0.5188,17,1,2.3995,Medium,1193.94,0.2399,1
CUST01408,53,Employed,77527.94,28508.87,84,645,0.1987,21,0,0.3677,Low,339.39,0.0525,0
CUST01409,36,Self-Employed,81089.69,100139.28,12,839,0.2972,19,0,1.2349,Low,8344.94,1.2349,0
CUST01410,62,Employed,64967.43,73740.65,120,545,0.3179,20,0,1.135,Low,614.51,0.1135,0
CUST01411,64,Retired,36899.58,59943.76,120,714,0.1305,20,2,1.6245,Medium,499.53,0.1625,1
CUST01412,22,Employed,82001.72,120212.3,36,588,0.2601,22,0,1.466,Low,3339.23,0.4887,0
